InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,ContactEmail
536339,67115,GLASS STAR FROSTED T-LIGHT HOLDER,17,2011-11-07 14:31:30.180360,23.8,12772.0,,not-an-email
538407,97430,,5,2011-11-08 08:27:53.747494,12.27,15376.0,Germany,contact@shop.com
531058,47062,,20,2011-11-09 02:24:17.314629,20.35,17586.0,eire,contact@shop.com
537232,23809,POPPY'S PLAYHOUSE BEDROOM,37,2011-11-09 20:20:40.881763,37.65,13259.0,eire,
531403,46790,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-11-10 14:17:04.448897,41.16,17268.0,eire,not-an-email
537487,85609,RED WOOLLY HOTTIE WHITE HEART.,-8,2011-11-11 08:13:28.016032,27.62,16837.0,,
534190,29586,,-7,2011-11-12 02:09:51.583166,18.65,16000.0,,not-an-email
530065,95421,SET 7 BABUSHKA NESTING BOXES,41,2011-11-12 20:06:15.150300,12.81,12373.0,eire,user@@bad.com
539661,62946,POPPY'S PLAYHOUSE BEDROOM,unknown,2011-11-13 14:02:38.717434,25.62,15407.0,eire,user@@bad.com
531659,64140,SET 7 BABUSHKA NESTING BOXES,28,2011-11-14 07:59:02.284569,15.05,13984.0,  Spain,
535959,38533,RED WOOLLY HOTTIE WHITE HEART.,13,2011-11-15 01:55:25.851703,27.77,13301.0,France,contact@shop.com
531814,92840,assorted colour bird ornament,36,2011-11-15 19:51:49.418837,33.51,13289.0,Germany,
539329,13245,,-7,2011-11-16 13:48:12.985971,2.37,17083.0,France,user@@bad.com
537382,36880,WHITE HANGING HEART T-LIGHT HOLDER,43,2011-11-17 07:44:36.553106,-0.95,15473.0,France,not-an-email
538042,47655,assorted colour bird ornament,31,2011-11-18 01:41:00.120240,9.83,15386.0,United Kingdom,not-an-email
534320,52954,RED WOOLLY HOTTIE WHITE HEART.,16,2011-11-18 19:37:23.687374,44.62,15326.0,  Spain,
534673,52671,POPPY'S PLAYHOUSE BEDROOM,unknown,2011-11-19 13:33:47.254509,31.96,14274.0,United Kingdom,not-an-email
536342,23313,POPPY'S PLAYHOUSE BEDROOM,48,2011-11-20 07:30:10.821643,7.77,12772.0,  Spain,
537846,30303,SET 7 BABUSHKA NESTING BOXES,8,2011-11-21 01:26:34.388777,44.4,17823.0,eire,not-an-email
538468,18571,GLASS STAR FROSTED T-LIGHT HOLDER,19,2011-11-21 19:22:57.955911,22.97,12623.0,Germany,not-an-email
530178,61520,GLASS STAR FROSTED T-LIGHT HOLDER,13,2011-11-22 13:19:21.523046,23.28,12186.0,United Kingdom,user@@bad.com
536634,41577,assorted colour bird ornament,3,2011-11-23 07:15:45.090180,46.71,17738.0,eire,
531091,60918,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-11-24 01:12:08.657314,2.03,13022.0,United Kingdom,
532879,63073,SET 7 BABUSHKA NESTING BOXES,-1,2011-11-24 19:08:32.224448,9.97,14284.0,  Spain,user@@bad.com
538293,73179,RED WOOLLY HOTTIE WHITE HEART.,-10,2011-11-25 13:04:55.791583,28.87,15185.0,United Kingdom,not-an-email
532504,59232,assorted colour bird ornament,7,2011-11-26 07:01:19.358717,8.97,13984.0,France,contact@shop.com
537967,68314,WHITE HANGING HEART T-LIGHT HOLDER,-4,2011-11-27 00:57:42.925851,33.66,13195.0,eire,hello@retail.co.uk
534629,62842,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-11-27 18:54:06.492985,9.92,15473.0,,contact@shop.com
532326,68718,assorted colour bird ornament,41,2011-11-28 12:50:30.060120,4.06,17892.0,France,
533342,65497,n/a,-1,2011-11-29 06:46:53.627254,9.56,17930.0,United Kingdom,not-an-email
535307,38458,SET 7 BABUSHKA NESTING BOXES,-10,2011-11-30 00:43:17.194388,20.56,15407.0,,not-an-email
537650,32165,WHITE HANGING HEART T-LIGHT HOLDER,-4,2011-11-30 18:39:40.761523,7.98,13195.0,,contact@shop.com
536059,80868,assorted colour bird ornament,20,2011-12-01 12:36:04.328657,5.87,13444.0,France,hello@retail.co.uk
539331,40842,WHITE HANGING HEART T-LIGHT HOLDER,unknown,2011-12-02 06:32:27.895791,42.87,,Germany,
538676,59422,WHITE HANGING HEART T-LIGHT HOLDER,19,2011-12-03 00:28:51.462925,15.34,12159.0,  Spain,not-an-email
537532,27727,n/a,-9,2011-12-03 18:25:15.030060,17.4,15376.0,France,user@@bad.com
536030,48827,POPPY'S PLAYHOUSE BEDROOM,9,2011-12-04 12:21:38.597194,1.82,14991.0,Germany,contact@shop.com
532898,57669,assorted colour bird ornament,14,2011-12-05 06:18:02.164328,17.23,16719.0,Germany,
534125,66340,POPPY'S PLAYHOUSE BEDROOM,15,2011-12-06 00:14:25.731462,12.51,16808.0,  Spain,
531188,57373,WHITE HANGING HEART T-LIGHT HOLDER,23,2011-12-06 18:10:49.298597,30.13,16831.0,Germany,
533741,42458,WHITE HANGING HEART T-LIGHT HOLDER,36,2011-12-07 12:07:12.865731,9.47,12898.0,Germany,contact@shop.com
539263,96558,SET 7 BABUSHKA NESTING BOXES,18,2011-12-08 06:03:36.432865,44.31,14219.0,Germany,hello@retail.co.uk
534258,56146,WHITE HANGING HEART T-LIGHT HOLDER,40,2011-12-09 00:00:00.000000,46.41,13301.0,United Kingdom,not-an-email
535427,76439,WHITE HANGING HEART T-LIGHT HOLDER,26,2011-07-16 05:43:24.408817,13.46,13436.0,United Kingdom,hello@retail.co.uk
536347,36001,GLASS STAR FROSTED T-LIGHT HOLDER,22,2011-08-12 03:33:32.825651,11.25,17815.0,United Kingdom,not-an-email
538930,63202,RED WOOLLY HOTTIE WHITE HEART.,26,2011-01-05 03:10:27.655310,7.44,16649.0,United Kingdom,hello@retail.co.uk
533704,32444,n/a,28,2011-01-20 01:58:18.997995,26.35,12772.0,  Spain,user@@bad.com
531091,60918,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-11-24 01:12:08.657314,2.03,13022.0,United Kingdom,
532326,68718,assorted colour bird ornament,41,2011-11-28 12:50:30.060120,4.06,17892.0,France,
536659,13975,SET 7 BABUSHKA NESTING BOXES,21,2011-07-20 17:21:45.811623,47.6,14348.0,,not-an-email
532272,24897,n/a,0,2010-12-24 04:08:10.581162,45.86,15376.0,France,hello@retail.co.uk
530416,24184,n/a,48,2011-06-05 03:01:48.216432,13.33,15376.0,eire,contact@shop.com
534351,82061,WHITE HANGING HEART T-LIGHT HOLDER,20,2011-02-06 06:35:21.042084,-0.36,15386.0,Germany,contact@shop.com
536145,22287,GLASS STAR FROSTED T-LIGHT HOLDER,22,2011-07-29 16:38:28.617234,21.64,13625.0,United Kingdom,
533342,92703,n/a,49,2011-04-05 13:53:59.278557,14.53,17133.0,Germany,not-an-email
531145,22579,WHITE HANGING HEART T-LIGHT HOLDER,19,2011-02-27 22:50:44.488977,9.42,14978.0,United Kingdom,hello@retail.co.uk
539054,30526,SET 7 BABUSHKA NESTING BOXES,45,2011-01-19 08:01:55.430861,43.9,14348.0,United Kingdom,user@@bad.com
531402,80315,,30,2011-07-16 23:39:47.975951,33.41,14348.0,,hello@retail.co.uk
